rn,hsmpSn,rtsSe,rtsInsttId,detailSn,rthousSe,rnAdres,houseTy,houseTyNm,hsmpNm,pnu,hshldCo,rnNm,atchFileId,suplyTy,suplyTyNm,insttDc,url,invntryAssetsAt,x,y
428,31234876,01,D168001,Off,B,충청남도 아산시 배방읍 북수로25번길 33,11,아파트,매입다가구(충남아산시),4420025324117170000,1,북수로25번길33,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.061683402356,36.7729908781774
429,31266509,01,D168001,Off,B,충청남도 아산시 배방읍 북수로25번길 33,11,아파트,매입다가구(충남아산시),4420025324117170000,1,북수로25번길33,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.061683402356,36.7729908781774
430,31266761,01,D168001,Off,B,충청남도 아산시 둔포면 아산밸리중앙로 58-5,11,아파트,매입다가구(충남아산시),4420036032118010000,1,아산밸리중앙로58-5,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.054384101866,36.9227244849815
431,31266777,01,D168001,Off,B,충청남도 천안시 서북구 천안대로 1287-1,11,아파트,매입다가구(충남천안시),4413311000107050000,1,천안대로1287-1,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.151637160611,36.8557476911223
432,31266787,01,D168001,Off,B,충청남도 아산시 배방읍 북수로25번길 33,11,아파트,매입다가구(충남아산시),4420025324117170000,1,북수로25번길33,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.061683402356,36.7729908781774
433,31268644,01,D168001,Off,B,충청남도 천안시 동남구 신부8길 21,11,아파트,매입다가구(충남천안시),4413111800109880000,1,신부8길21,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.163218817883,36.8155908279396
434,31268654,01,D168001,Off,B,충청남도 공주시 웅진절골3길 38,11,아파트,충청남도 공주시,4415010700107710000,1,웅진절골3길38,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.108101550166,36.4552267196045
435,31267004,01,D168001,Off,B,충청남도 공주시 웅진절골3길 38,11,아파트,충청남도 공주시,4415010700107710000,1,웅진절골3길38,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.108101550166,36.4552267196045
436,31253002,01,D168001,Off,B,충청남도 아산시 신창면 행목로 202,11,아파트,충청남도 아산시,4420041025104980000,1,행목로202,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,null,null
437,31268685,01,D168001,Off,B,충청남도 아산시 배방읍 모산로 51,11,아파트,매입다가구(충남아산시),4420025324114860000,1,모산로51,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.048234929619,36.7736581352764
438,31256661,01,D168001,Off,B,충청남도 아산시 배방읍 북수로25번길 33,11,아파트,매입다가구(충남아산시),4420025324117170000,1,북수로25번길33,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.061683402356,36.7729908781774
439,31267737,01,D168001,Off,B,충청남도 논산시 대학로65번길 46,11,아파트,매입다가구(충남논산시),4423010900111130000,1,대학로65번길46,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.103442102012,36.1820005048965
440,31266165,01,D168001,Off,B,충청남도 아산시 배방읍 북수로25번길 33,11,아파트,매입다가구(충남아산시),4420025324117170000,1,북수로25번길33,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.061683402356,36.7729908781774
441,31266176,01,D168001,Off,B,충청남도 천안시 서북구 천안대로 1287-1,11,아파트,충청남도 천안시,4413311000107050000,1,천안대로1287-1,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.151637160611,36.8557476911223
442,31266216,01,D168001,Off,B,충청남도 아산시 배방읍 북수로25번길 33,11,아파트,매입다가구(충남아산시),4420025324117170000,1,북수로25번길33,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.061683402356,36.7729908781774
443,31263835,01,D168001,Off,B,충청남도 아산시 배방읍 모산로 51,11,아파트,충청남도 아산시,4420025324114860000,1,모산로51,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.048234929619,36.7736581352764
444,31271223,01,D168001,Off,B,충청남도 아산시 배방읍 모산로 51,11,아파트,매입다가구(충남아산시),4420025324114860000,1,모산로51,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.048234929619,36.7736581352764
445,31255182,01,D168001,Off,B,충청남도 아산시 배방읍 북수로25번길 33,11,아파트,매입다가구(충남아산시),4420025324117170000,1,북수로25번길33,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.061683402356,36.7729908781774
446,31255194,01,D168001,Off,B,충청남도 아산시 배방읍 모산로126번길 17-7,11,아파트,매입다가구(충남아산시),4420025324102820000,1,모산로126번길17-7,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.059491765615,36.7726678042711
447,31265618,01,D168001,Off,B,충청남도 천안시 서북구 불당24로 10,11,아파트,매입다가구(충남천안시),4413310800114970000,1,불당24로10,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.103111756782,36.8228534186603
448,31265620,01,D168001,Off,B,충청남도 아산시 배방읍 북수로25번길 33,11,아파트,매입다가구(충남아산시),4420025324117170000,1,북수로25번길33,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.061683402356,36.7729908781774
449,31256036,01,D168001,Off,B,충청남도 아산시 배방읍 북수로25번길 33,11,아파트,충청남도 아산시,4420025324117170000,2,북수로25번길33,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.061683402356,36.7729908781774
450,31265888,01,D168001,Off,B,충청남도 천안시 동남구 신부8길 21,11,아파트,매입다가구(충남천안시),4413111800109880000,1,신부8길21,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.163218817883,36.8155908279396
451,31265413,01,D168001,Off,B,충청남도 천안시 동남구 북일로 70,11,아파트,매입다가구(충남천안시),4413111800109780000,1,북일로70,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.157602747073,36.8289089681999
452,31265421,01,D168001,Off,B,충청남도 아산시 배방읍 북수로25번길 33,11,아파트,충청남도 아산시,4420025324117170000,1,북수로25번길33,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.061683402356,36.7729908781774
453,31265422,01,D168001,Off,B,충청남도 논산시 대학로65번길 46,11,아파트,충청남도 논산시,4423010900111130000,1,대학로65번길46,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.103442102012,36.1820005048965
454,31265424,01,D168001,Off,B,충청남도 아산시 둔포면 아산밸리중앙로 58-5,11,아파트,매입다가구(충남아산시),4420036032118010000,1,아산밸리중앙로58-5,XXX,04,매입임대,LH대전충남,http://www.lh.or.kr,Y,127.054384101866,36.9227244849815
