0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
군산신역세권 B3블록,10년임대,전라북도 군산시 내정로 27,2020-09-01,3,아파트,,,,LH전북,84.74㎡,24.89㎡,"43,000,000원","400,000원","45,000,000원"
군산신역세권 B3블록,10년임대,전라북도 군산시 내정로 27,2020-09-01,3,아파트,,,,LH전북,74.82㎡,21.98㎡,"37,500,000원","350,000원","35,000,000원"
김제대검산(혼합단지),국민임대,전라북도 김제시 풍요로 25,2021-06-14,276,아파트,,,,LH전북,46.91㎡,22.39㎡,0원,0원,0원
김제대검산(혼합단지),국민임대,전라북도 김제시 풍요로 25,2021-06-14,276,아파트,,,,LH전북,24.85㎡,11.86㎡,0원,0원,0원
군산신역세권 B3블록,10년임대,전라북도 군산시 내정로 27,2020-09-01,998,아파트,,,,LH전북,84.74㎡,24.89㎡,"43,000,000원","400,000원","54,000,000원"
군산신역세권 B3블록,10년임대,전라북도 군산시 내정로 27,2020-09-01,998,아파트,,,,LH전북,74.69㎡,21.94㎡,"37,500,000원","350,000원","42,000,000원"
군산신역세권 B3블록,10년임대,전라북도 군산시 내정로 27,2020-09-01,998,아파트,,,,LH전북,74.82㎡,21.98㎡,"37,500,000원","350,000원","42,000,000원"
군산신역세권 B3블록,10년임대,전라북도 군산시 내정로 27,2020-09-01,998,아파트,,,,LH전북,84.63㎡,24.86㎡,"43,000,000원","400,000원","54,000,000원"
전주효자 휴먼시아6단지,국민임대,전라북도 전주시 완산구 호암로 88,2010-04-09,646,아파트,복도식,개별가스난방,전체동 설치,LH전북,46.98㎡,24.42㎡,"27,252,000원","154,830원","18,000,000원"
전주효자 휴먼시아6단지,국민임대,전라북도 전주시 완산구 호암로 88,2010-04-09,646,아파트,복도식,개별가스난방,전체동 설치,LH전북,33.7㎡,17.52㎡,"14,863,000원","92,900원","6,000,000원"
전주효자 휴먼시아6단지,국민임대,전라북도 전주시 완산구 호암로 88,2010-04-09,646,아파트,복도식,개별가스난방,전체동 설치,LH전북,36.47㎡,18.96㎡,"17,342,000원","105,280원","8,000,000원"
전주효자 휴먼시아6단지,국민임대,전라북도 전주시 완산구 호암로 88,2010-04-09,646,아파트,복도식,개별가스난방,전체동 설치,LH전북,36.57㎡,19.01㎡,"17,342,000원","105,280원","8,000,000원"
전주효자 휴먼시아6단지,국민임대,전라북도 전주시 완산구 호암로 88,2010-04-09,646,아파트,복도식,개별가스난방,전체동 설치,LH전북,46.75㎡,24.30㎡,"27,252,000원","154,830원","18,000,000원"
주공1차아파트(부송동),영구임대,전라북도 익산시 무왕로22길 12,1993-03-22,"1,564",아파트,복도식,지역난방,전체동 설치,LH전북,31.32㎡,12.18㎡,"3,731,000원","83,020원","2,000,000원"
주공1차아파트(부송동),영구임대,전라북도 익산시 무왕로22길 12,1993-03-22,"1,564",아파트,복도식,지역난방,전체동 설치,LH전북,26.37㎡,10.25㎡,"3,141,000원","69,900원","2,000,000원"
경암부향하나로,국민임대,전라북도 군산시 경촌1길 56,1998-09-04,717,아파트,복도식,개별가스난방,전체동 설치,LH전북,39.95㎡,10.59㎡,"8,394,000원","74,340원",0원
혁신에코르 2단지,10년임대,전라북도 완주군 이서면 지사제로 29,2014-06-20,616,아파트,계단식,개별난방,전체동 설치,전북개발공사,59.88㎡,24.11㎡,"62,095,000원","248,000원",0원
혁신에코르 2단지,10년임대,전라북도 완주군 이서면 지사제로 29,2014-06-20,616,아파트,계단식,개별난방,전체동 설치,전북개발공사,50.83㎡,20.27㎡,"22,221,000원","446,000원",0원
혁신에코르 2단지,10년임대,전라북도 완주군 이서면 지사제로 29,2014-06-20,616,아파트,계단식,개별난방,전체동 설치,전북개발공사,50.83㎡,20.27㎡,"44,443,000원","209,000원",0원
혁신에코르 2단지,10년임대,전라북도 완주군 이서면 지사제로 29,2014-06-20,616,아파트,계단식,개별난방,전체동 설치,전북개발공사,50.83㎡,20.27㎡,"44,443,000원","209,000원",0원
혁신에코르 2단지,10년임대,전라북도 완주군 이서면 지사제로 29,2014-06-20,616,아파트,계단식,개별난방,전체동 설치,전북개발공사,50.83㎡,20.27㎡,"44,443,000원","209,000원",0원
혁신에코르 2단지,10년임대,전라북도 완주군 이서면 지사제로 29,2014-06-20,616,아파트,계단식,개별난방,전체동 설치,전북개발공사,50.54㎡,20.57㎡,"44,378,000원","210,000원",0원
혁신에코르 2단지,10년임대,전라북도 완주군 이서면 지사제로 29,2014-06-20,616,아파트,계단식,개별난방,전체동 설치,전북개발공사,50.55㎡,21.05㎡,"44,962,000원","210,000원",0원
혁신에코르 2단지,10년임대,전라북도 완주군 이서면 지사제로 29,2014-06-20,616,아파트,계단식,개별난방,전체동 설치,전북개발공사,59.75㎡,24.18㎡,"61,979,000원","247,000원",0원
한울아파트,국민임대,전라북도 군산시 하나운로 20,1996-05-01,3,아파트,계단식,개별가스난방,전체동 설치,LH전북,59.73㎡,11.91㎡,"25,185,000원","141,500원",0원
전주대창하이빌타운아파트,국민임대,전라북도 전주시 덕진구 반월4길 15,,8,아파트,,개별가스난방,,LH전북,28.71㎡,10.64㎡,"5,191,000원","84,290원",0원
익산부송주공3차아파트,50년임대,전라북도 익산시 무왕로22길 28,1994-08-30,540,아파트,복도식,지역난방,전체동 설치,LH전북,39.87㎡,16.84㎡,"10,691,000원","157,280원","18,000,000원"
군산미룡 주공1단지,국민임대,전라북도 군산시 미룡로 12,2004-06-24,734,아파트,계단식,개별가스난방,전체동 설치,LH전북,51.98㎡,16.55㎡,"16,195,000원","99,130원",0원
군산미룡 주공1단지,국민임대,전라북도 군산시 미룡로 12,2004-06-24,734,아파트,계단식,개별가스난방,전체동 설치,LH전북,51.88㎡,16.51㎡,"16,195,000원","99,130원",0원
군산미룡 주공1단지,국민임대,전라북도 군산시 미룡로 12,2004-06-24,734,아파트,계단식,개별가스난방,전체동 설치,LH전북,51.97㎡,16.54㎡,"16,195,000원","99,130원",0원
장신휴먼시아3단지,국민임대,전라북도 익산시 오산면 선화로4길 14,2010-10-14,593,아파트,복도식,지역난방,전체동 설치,LH전북,51.93㎡,24.80㎡,"25,233,000원","144,180원","16,000,000원"
장신휴먼시아3단지,국민임대,전라북도 익산시 오산면 선화로4길 14,2010-10-14,593,아파트,복도식,지역난방,전체동 설치,LH전북,39.57㎡,18.89㎡,"14,418,000원","108,130원","9,000,000원"
장신휴먼시아3단지,국민임대,전라북도 익산시 오산면 선화로4길 14,2010-10-14,593,아파트,복도식,지역난방,전체동 설치,LH전북,46.9㎡,22.39㎡,"21,628,000원","132,160원","14,000,000원"
전북혁신 9단지,국민임대,전라북도 완주군 이서면 갈산1로 72,2015-10-08,552,아파트,복도식,지역가스난방,전체동 설치,LH전북,46.61㎡,23.62㎡,"19,893,000원","251,400원","30,000,000원"
전북혁신 9단지,국민임대,전라북도 완주군 이서면 갈산1로 72,2015-10-08,552,아파트,복도식,지역가스난방,전체동 설치,LH전북,29.79㎡,15.73㎡,"7,651,000원","136,630원","15,000,000원"
전북혁신 9단지,국민임대,전라북도 완주군 이서면 갈산1로 72,2015-10-08,552,아파트,복도식,지역가스난방,전체동 설치,LH전북,36.83㎡,19.07㎡,"9,247,000원","180,350원","21,000,000원"
전주반월(2)지구 국민임대,영구임대,전라북도 전주시 덕진구 혁신로 665,2019-02-28,296,아파트,,,,LH전북,24.75㎡,13.22㎡,"12,202,000원","85,360원",0원
전주반월(2)지구 국민임대,영구임대,전라북도 전주시 덕진구 혁신로 665,2019-02-28,296,아파트,,,,LH전북,24.74㎡,13.21㎡,"12,202,000원","85,360원",0원
정읍첨단A1-3블록,행복주택,전라북도 정읍시 첨단1로 47,2019-09-12,600,아파트,복도식,,전체동 설치,LH전북,36.72㎡,18.52㎡,"18,240,000원","104,000원","8,000,000원"
정읍첨단A1-3블록,행복주택,전라북도 정읍시 첨단1로 47,2019-09-12,600,아파트,복도식,,전체동 설치,LH전북,16.68㎡,8.41㎡,"8,560,000원","49,000원",0원
정읍첨단A1-3블록,행복주택,전라북도 정읍시 첨단1로 47,2019-09-12,600,아파트,복도식,,전체동 설치,LH전북,16.74㎡,8.44㎡,"8,560,000원","49,000원",0원
정읍첨단A1-3블록,행복주택,전라북도 정읍시 첨단1로 47,2019-09-12,600,아파트,복도식,,전체동 설치,LH전북,26.71㎡,13.47㎡,"13,040,000원","74,000원","2,000,000원"
정읍첨단A1-3블록,행복주택,전라북도 정읍시 첨단1로 47,2019-09-12,600,아파트,복도식,,전체동 설치,LH전북,26.77㎡,13.50㎡,"13,040,000원","74,000원","2,000,000원"
정읍첨단A1-3블록,행복주택,전라북도 정읍시 첨단1로 47,2019-09-12,600,아파트,복도식,,전체동 설치,LH전북,36.6㎡,18.46㎡,"18,240,000원","104,000원","8,000,000원"
익산부송1 증축 주거복지동,영구임대,전라북도 익산시 무왕로22길 12,2019-11-30,112,아파트,복도식,지역난방,전체동 설치,LH전북,26.85㎡,10.44㎡,"3,111,000원","69,240원","2,000,000원"
익산부송1 증축 주거복지동,영구임대,전라북도 익산시 무왕로22길 12,2019-11-30,112,아파트,복도식,지역난방,전체동 설치,LH전북,19.95㎡,7.76㎡,"2,312,000원","51,450원","2,000,000원"
군산나운주공4단지,영구임대,전라북도 군산시 문화로 36,1993-05-26,1,아파트,복도식,중앙가스난방,전체동 설치,LH전북,52.74㎡,25.54㎡,"6,112,000원","136,000원",0원
주공1차아파트(부송동),영구임대,전라북도 익산시 무왕로22길 12,1993-03-22,1,아파트,복도식,지역난방,전체동 설치,LH전북,52.74㎡,20.51㎡,"6,282,000원","139,800원",0원
임실이도주공아파트,국민임대,전라북도 임실군 임실읍 운수로 33-17,2006-12-06,374,아파트,혼합식,개별가스난방,전체동 설치,LH전북,59.88㎡,21㎡,"21,796,000원","121,070원","12,000,000원"
임실이도주공아파트,국민임대,전라북도 임실군 임실읍 운수로 33-17,2006-12-06,374,아파트,혼합식,개별가스난방,전체동 설치,LH전북,51.93㎡,18.21㎡,"18,425,000원","102,350원","8,000,000원"
