0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
아산배방(주복2) 행복주택,행복주택,충청남도 아산시 배방읍 공원로 69,2018-08-20,"1,464",아파트,,지역난방,,LH대전충남,16.67㎡,10.23㎡,"17,200,000원","91,730원","6,000,000원"
아산배방(주복2) 행복주택,행복주택,충청남도 아산시 배방읍 공원로 69,2018-08-20,"1,464",아파트,,지역난방,,LH대전충남,26.41㎡,16.21㎡,"26,320,000원","140,370원","16,000,000원"
아산배방(주복2) 행복주택,행복주택,충청남도 아산시 배방읍 공원로 69,2018-08-20,"1,464",아파트,,지역난방,,LH대전충남,26.46㎡,16.24㎡,"26,320,000원","140,370원","16,000,000원"
아산배방(주복2) 행복주택,행복주택,충청남도 아산시 배방읍 공원로 69,2018-08-20,"1,464",아파트,,지역난방,,LH대전충남,36.14㎡,22.18㎡,"35,440,000원","189,010원","22,000,000원"
천안두정 A-1BL 행복주택,행복주택,충청남도 천안시 서북구 오성1길 12-10,2019-04-15,40,아파트,,,전체동 설치,LH대전충남,26.61㎡,16.60㎡,"24,280,000원","141,630원","16,000,000원"
천안두정 A-1BL 행복주택,행복주택,충청남도 천안시 서북구 오성1길 12-10,2019-04-15,40,아파트,,,전체동 설치,LH대전충남,16.85㎡,10.51㎡,"16,120,000원","94,030원","6,000,000원"
시현마을 LH 1단지,영구임대,충청남도 예산군 삽교읍 충예로 258,2019-12-31,250,아파트,복도식,지역난방,전체동 설치,LH대전충남,25.53㎡,12.87㎡,"12,133,000원","108,450원","13,000,000원"
서천장항 LH 1단지,국민임대,충청남도 서천군 장항읍 장항산단1길 60,2020-12-31,460,아파트,,,,LH대전충남,46.97㎡,26.52㎡,"17,694,000원","208,900원","24,000,000원"
서천장항 LH 1단지,국민임대,충청남도 서천군 장항읍 장항산단1길 60,2020-12-31,460,아파트,,,,LH대전충남,26.79㎡,15.13㎡,"5,643,000원","110,190원","10,000,000원"
서천장항 LH 1단지,국민임대,충청남도 서천군 장항읍 장항산단1길 60,2020-12-31,460,아파트,,,,LH대전충남,37.78㎡,21.33㎡,"11,801,000원","166,870원","20,000,000원"
보령웅천(마을정비형),국민임대,충청남도 보령시 웅천읍 장터중앙길 192-8,2020-07-06,20,아파트,,,,LH대전충남,33.12㎡,14.96㎡,"7,086,000원","147,690원","16,000,000원"
보령웅천(마을정비형),국민임대,충청남도 보령시 웅천읍 장터중앙길 192-8,2020-07-06,20,아파트,,,,LH대전충남,32.36㎡,14.56㎡,"6,820,000원","143,300원","15,000,000원"
보령대천 휴먼시아,국민임대,충청남도 보령시 보령북로 232,,233,아파트,복도식,개별가스난방,전체동 설치,LH대전충남,48.46㎡,22.22㎡,"16,723,000원","144,910원","16,000,000원"
보령대천 휴먼시아,국민임대,충청남도 보령시 보령북로 232,,233,아파트,복도식,개별가스난방,전체동 설치,LH대전충남,33.73㎡,15.47㎡,"9,908,000원","86,700원","5,000,000원"
보령대천 휴먼시아,국민임대,충청남도 보령시 보령북로 232,,233,아파트,복도식,개별가스난방,전체동 설치,LH대전충남,34.05㎡,15.61㎡,"9,908,000원","86,700원","5,000,000원"
개나리아파트,영구임대,충청남도 논산시 시민로222번길 7,1994-09-15,200,아파트,복도식,개별가스난방,전체동 설치,논산시,39.15㎡,13.4㎡,"1,668,000원","35,060원",0원
아산엘크루,10년임대,충청남도 아산시 순천향로 602,2011-05-02,70,아파트,계단식,개별가스난방,전체동 설치,LH대전충남,84.68㎡,24.94㎡,"86,517,000원",0원,0원
당진채운휴먼시아,국민임대,충청남도 당진시 대호만로 30-33,2010-11-30,549,아파트,복도식,개별유류난방,,LH대전충남,51.93㎡,24.85㎡,"26,435,000원","216,280원","25,000,000원"
당진채운휴먼시아,국민임대,충청남도 당진시 대호만로 30-33,2010-11-30,549,아파트,복도식,개별유류난방,,LH대전충남,33.4㎡,15.98㎡,"12,015,000원","96,110원","7,000,000원"
당진채운휴먼시아,국민임대,충청남도 당진시 대호만로 30-33,2010-11-30,549,아파트,복도식,개별유류난방,,LH대전충남,39.57㎡,18.94㎡,"15,620,000원","132,160원","14,000,000원"
당진채운휴먼시아,국민임대,충청남도 당진시 대호만로 30-33,2010-11-30,549,아파트,복도식,개별유류난방,,LH대전충남,39.94㎡,19.11㎡,"15,620,000원","132,160원","14,000,000원"
당진채운휴먼시아,국민임대,충청남도 당진시 대호만로 30-33,2010-11-30,549,아파트,복도식,개별유류난방,,LH대전충남,46.9㎡,22.45㎡,"21,628,000원","168,210원","20,000,000원"
강경조흥아파트,국민임대,충청남도 논산시 강경읍 대흥로5번길 37,,386,아파트,복도식,개별가스난방,,LH대전충남,59.36㎡,24.70㎡,"17,133,000원","95,930원","7,000,000원"
강경조흥아파트,국민임대,충청남도 논산시 강경읍 대흥로5번길 37,,386,아파트,복도식,개별가스난방,,LH대전충남,39.5㎡,16.43㎡,"9,659,000원","53,660원",0원
강경조흥아파트,국민임대,충청남도 논산시 강경읍 대흥로5번길 37,,386,아파트,복도식,개별가스난방,,LH대전충남,49.92㎡,20.77㎡,"13,933,000원","77,660원","3,000,000원"
주공6단지2차아파트,영구임대,충청남도 천안시 서북구 쌍용대로 289-28,1990-09-15,504,아파트,계단식,개별가스난방,미설치,LH대전충남,39.69㎡,9.68㎡,"4,728,000원","105,210원","12,000,000원"
주공6단지2차아파트,영구임대,충청남도 천안시 서북구 쌍용대로 289-28,1990-09-15,504,아파트,계단식,개별가스난방,미설치,LH대전충남,39.3㎡,9.66㎡,"4,682,000원","104,180원","12,000,000원"
명천주공2단지,50년임대,충청남도 보령시 주공로 50,1994-11-16,316,아파트,복도식,중앙가스난방,전체동 설치,LH대전충남,36㎡,15.72㎡,"10,363,000원","149,010원","17,000,000원"
명천주공2단지,50년임대,충청남도 보령시 주공로 50,1994-11-16,316,아파트,복도식,중앙가스난방,전체동 설치,LH대전충남,35.28㎡,14.68㎡,"10,060,000원","145,290원","17,000,000원"
명천주공2단지,50년임대,충청남도 보령시 주공로 50,1994-11-16,316,아파트,복도식,중앙가스난방,전체동 설치,LH대전충남,35.28㎡,15.41㎡,"10,060,000원","145,290원","17,000,000원"
LH홍성광천아파트,국민임대,충청남도 홍성군 광천읍 광천로428번길 46-14,2013-11-01,284,아파트,복도식,개별가스난방,전체동 설치,LH대전충남,46.9㎡,23.80㎡,"13,275,000원","91,060원","6,000,000원"
LH홍성광천아파트,국민임대,충청남도 홍성군 광천읍 광천로428번길 46-14,2013-11-01,284,아파트,복도식,개별가스난방,전체동 설치,LH대전충남,36.94㎡,18.74㎡,"8,458,000원","57,510원",0원
아산탕정 1-A7블록,10년임대,충청남도 천안시 서북구 불당26로 99,2015-11-17,491,아파트,계단식,지역난방,전체동 설치,LH대전충남,59.96㎡,26.46㎡,"51,965,000원","585,150원","84,000,000원"
아산탕정 1-A7블록,10년임대,충청남도 천안시 서북구 불당26로 99,2015-11-17,491,아파트,계단식,지역난방,전체동 설치,LH대전충남,51.97㎡,22.94㎡,"41,240,000원","520,270원","74,000,000원"
아산탕정 1-A7블록,10년임대,충청남도 천안시 서북구 불당26로 99,2015-11-17,491,아파트,계단식,지역난방,전체동 설치,LH대전충남,59.69㎡,26.34㎡,"51,965,000원","585,150원","84,000,000원"
아산탕정 1-A7블록,10년임대,충청남도 천안시 서북구 불당26로 99,2015-11-17,491,아파트,계단식,지역난방,전체동 설치,LH대전충남,59.91㎡,26.44㎡,"51,965,000원","585,150원","84,000,000원"
"부여규암(07,주1) 1단지",국민임대,충청남도 부여군 규암면 내동로 26,2016-07-20,338,아파트,복도식,개별가스난방,,LH대전충남,46.94㎡,24.19㎡,"16,634,000원","179,570원","21,000,000원"
"부여규암(07,주1) 1단지",국민임대,충청남도 부여군 규암면 내동로 26,2016-07-20,338,아파트,복도식,개별가스난방,,LH대전충남,29.91㎡,15.41㎡,"6,483,000원","109,670원","9,000,000원"
"부여규암(07,주1) 1단지",국민임대,충청남도 부여군 규암면 내동로 26,2016-07-20,338,아파트,복도식,개별가스난방,,LH대전충남,36.7㎡,18.91㎡,"7,645,000원","136,550원","15,000,000원"
당진석문 3단지 A-3BL,행복주택,충청남도 당진시 석문면 해명3로 10,2017-10-31,696,아파트,,,,LH대전충남,36.76㎡,20.62㎡,"21,800,000원","121,710원","12,000,000원"
당진석문 3단지 A-3BL,행복주택,충청남도 당진시 석문면 해명3로 10,2017-10-31,696,아파트,,,,LH대전충남,21.56㎡,12.09㎡,"13,520,000원","75,480원","3,000,000원"
당진석문 3단지 A-3BL,행복주택,충청남도 당진시 석문면 해명3로 10,2017-10-31,696,아파트,,,,LH대전충남,26.32㎡,14.76㎡,"16,040,000원","89,550원","5,000,000원"
공주덕성그린시티빌(부도),국민임대,충청남도 공주시 관골2길 24-5,1999-02-11,210,아파트,,,,LH대전충남,42.96㎡,9.45㎡,"11,558,000원","123,900원","12,000,000원"
공주덕성그린시티빌(부도),국민임대,충청남도 공주시 관골2길 24-5,1999-02-11,210,아파트,,,,LH대전충남,35.85㎡,7.89㎡,"4,711,000원","82,560원","4,000,000원"
공주덕성그린시티빌(부도),국민임대,충청남도 공주시 관골2길 24-5,1999-02-11,210,아파트,,,,LH대전충남,40.89㎡,9.00㎡,"8,511,000원","100,710원","8,000,000원"
아산인주휴먼시아,국민임대,충청남도 아산시 인주면 아산만로 1674-10,2011-03-30,664,아파트,복도식,개별가스난방,전체동 설치,LH대전충남,51.59㎡,22.28㎡,"20,599,000원","148,760원","17,000,000원"
아산인주휴먼시아,국민임대,충청남도 아산시 인주면 아산만로 1674-10,2011-03-30,664,아파트,복도식,개별가스난방,전체동 설치,LH대전충남,33.56㎡,14.49㎡,"10,813,000원","78,090원","3,000,000원"
아산인주휴먼시아,국민임대,충청남도 아산시 인주면 아산만로 1674-10,2011-03-30,664,아파트,복도식,개별가스난방,전체동 설치,LH대전충남,39.77㎡,17.79㎡,"13,216,000원","96,110원","7,000,000원"
아산인주휴먼시아,국민임대,충청남도 아산시 인주면 아산만로 1674-10,2011-03-30,664,아파트,복도식,개별가스난방,전체동 설치,LH대전충남,41.13㎡,17.76㎡,"14,418,000원","108,130원","9,000,000원"
